p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LINC00111	0.154271568218271	3.02155112924376	0	0	1
ERVH48-1	0.154271568218271	3.85027880946291	0	0	1
AC007325.2	0.154271568218271	3.02741457345062	0	0	1
AL591721.1	0.154271568218271	3.2688011211962	0	0	1
LINC01247	0.154271568218271	3.2791017787494	0	0	1
AC023137.1	0.154271568218271	2.42118191328873	0	0	1
DLX1	0.154271568218271	2.57204050169777	0	0	1
FEV	0.154271568218271	2.09232368733403	0	0	1
AMIGO3	0.154271568218271	2.25740328096527	0	0	1
LINC00635	0.154271568218271	3.21691006218316	0	0	1
LINC02172	0.154271568218271	2.58294029399818	0	0	1
AC016651.1	0.154271568218271	1.97942874895514	0	0	1
SHISAL2B	0.154271568218271	2.24692132156278	0	0	1
MLN	0.154271568218271	3.16167065972708	0	0	1
RIMS1	0.154271568218271	3.42571616378979	0	0	1
AC004906.1	0.154271568218271	2.88645353323814	0	0	1
DEFA5	0.154271568218271	4.56506015459751	0	0	1
AC105206.2	0.154271568218271	2.38465566769932	0	0	1
MS4A10	0.154271568218271	2.26807722896549	0	0	1
AP002340.1	0.154271568218271	2.63624993200721	0	0	1
NEUROG3	0.154271568218271	2.4443418782975	0	0	1
AL360182.2	0.154271568218271	2.26067557163966	0	0	1
LMNTD1	0.154271568218271	2.27883207431976	0	0	1
FOXN4	0.154271568218271	2.44358187264738	0	0	1
KCNH5	0.154271568218271	2.54488727530739	0	0	1
AL583810.2	0.154271568218271	2.61045631233779	0	0	1
IGHV7-4-1	0.154271568218271	2.43617992702639	0	0	1
IGHV2-70	0.154271568218271	2.31268544452561	0	0	1
AC108451.1	0.154271568218271	2.26933911296206	0	0	1
ZSCAN10	0.154271568218271	2.89116919453863	0	0	1
LINC02129	0.154271568218271	2.28222618589616	0	0	1
AC026771.1	0.154271568218271	3.78493692283411	0	0	1
AC018554.3	0.154271568218271	2.63745344805494	0	0	1
SHISA6	0.154271568218271	2.58892260126134	0	0	1
AC104984.4	0.154271568218271	2.47739485392922	0	0	1
CLUL1	0.154271568218271	2.41519087873779	0	0	1
NKX2-2	0.154271568218271	3.33922500604251	0	0	1
NMRK2	0.154271568218271	2.32642380125733	0	0	1
SELENOV	0.154271568218271	2.4490735657716	0	0	1
LINC01864	0.154271568218271	2.58294029399818	0	0	1
IGLV4-60	0.154271568218271	2.4290091702003	0	0	1
AP001476.1	0.154271568218271	2.1388657820875	0	0	1
AC068491.3	0.154307519787821	0.505040915036155	0.016	0.013	1
EEPD1	0.154410282513878	0.624021362075382	0.013	0.01	1
EI24	0.15443115815984	0.418205448766408	0.065	0.058	1
C2orf15	0.154772975730567	-0.605795356139993	0.008	0.011	1
TMEM269	0.154837775526966	0.276124485306092	0.002	0.001	1
COX14	0.155487309504148	0.339626042021743	0.218	0.208	1
PRR22	0.15552486132629	-0.256095079618344	0.005	0.003	1
PLSCR3	0.155833288734669	-1.5336745185185	0.002	0.003	1
AC109460.1	0.156315226724639	-1.2889024311281	0.002	0.003	1
IGFBP6	0.156535088087026	-0.652440064012684	0.006	0.008	1
ZBTB12	0.156607860081291	-0.81941890405807	0.002	0.003	1
NEIL2	0.156848205343381	-0.391881098012286	0.023	0.027	1
AL162231.1	0.157658966562061	-0.380837691013054	0.006	0.008	1
LINC00235	0.157762694328864	-0.593134551324404	0.001	0.003	1
PTPN13	0.157919825766016	0.339710201917149	0.021	0.025	1
AC078785.1	0.157952917963269	-1.08495207530176	0.001	0.003	1
PAK2	0.158020555879424	0.265380055166411	0.439	0.445	1
Z98884.1	0.158108684661313	-0.589281731577486	0.001	0.003	1
CASC3	0.158153569389497	0.275829352564846	0.164	0.155	1
AKIP1	0.158398274397612	0.27901706476691	0.037	0.033	1
LHPP	0.158430186484601	0.307606275732712	0.027	0.023	1
LINC01366	0.1584379074691	-0.320045830189194	0.001	0.003	1
BCAS1	0.158649498047773	1.05847501769962	0.004	0.002	1
SHISA5	0.158788229124066	0.263546799285599	0.205	0.219	1
TMEM104	0.15886860785936	0.355011024470501	0.018	0.015	1
MIF-AS1	0.158959114834268	0.339353072568736	0.008	0.006	1
PTGR1	0.159054193056642	1.09956736185947	0.004	0.002	1
AC114939.1	0.15913263003268	-1.40882909171333	0.002	0.004	1
AC073592.1	0.159354470423808	0.718331781806567	0.004	0.002	1
C16orf46	0.159527487382994	-0.620907421821949	0.003	0.005	1
TRAV12-1	0.159570715695419	-1.03336526964284	0.002	0.004	1
KCNMB1	0.159880987479005	0.72195076254042	0.004	0.002	1
AC004803.1	0.160037180580109	-1.08500476932172	0.002	0.004	1
ABCB10	0.160128493077297	0.475479252863541	0.041	0.036	1
HRG	0.160372400653781	-2.15223387496005	0	0	1
GNRHR	0.160372400653781	-2.23742596950236	0	0	1
ADH1A	0.160372400653781	-2.75596116897883	0	0	1
ZNF366	0.160372400653781	-3.1611221849991	0	0	1
CRHBP	0.160372400653781	-2.1652613258821	0	0	1
CYP3A43	0.160372400653781	-2.45959755963308	0	0	1
SLC7A2	0.160372400653781	-2.44589687705328	0	0	1
FGL1	0.160372400653781	-3.0981235015748	0	0	1
AC079209.1	0.160372400653781	-2.46152284086397	0	0	1
SLC46A2	0.160372400653781	-2.51038884575517	0	0	1
OR5AS1	0.160372400653781	-2.54608770116787	0	0	1
KAZALD1	0.160372400653781	-2.43251026379673	0	0	1
CALHM1	0.160372400653781	-2.39926173910293	0	0	1
AL161645.1	0.160372400653781	-2.27933530204974	0	0	1
GPR182	0.160372400653781	-2.55714151091191	0	0	1
AC090673.1	0.160372400653781	-3.0037405309578	0	0	1
METTL21C	0.160372400653781	-2.35579065313623	0	0	1
SPATA22	0.160372400653781	-3.25091620755075	0	0	1
ABCA8	0.160372400653781	-2.018630449869	0	0	1
CLEC17A	0.160372400653781	-2.77217072283663	0	0	1
AL669831.2	0.160372400653781	-2.48043885795903	0	0	1
LINC01783	0.160372400653781	-2.04491223545152	0	0	1
AL513365.2	0.160372400653781	-2.1224994090421	0	0	1
AL591167.1	0.160372400653781	-2.43754735469743	0	0	1
AL844170.1	0.160372400653781	-2.04308347570531	0	0	1
LINC01691	0.160372400653781	-2.4844450787668	0	0	1
AC244394.2	0.160372400653781	-2.19552500905335	0	0	1
AL354714.1	0.160372400653781	-2.12415549750425	0	0	1
AL031599.1	0.160372400653781	-2.57541802845913	0	0	1
ATP6V1G3	0.160372400653781	-2.23901943242303	0	0	1
AC096637.2	0.160372400653781	-2.32124591278956	0	0	1
SPATA17	0.160372400653781	-2.60513709865472	0	0	1
AL591885.1	0.160372400653781	-2.42066841566638	0	0	1
AC092159.1	0.160372400653781	-2.17641436504051	0	0	1
AC116614.1	0.160372400653781	-2.07440637836735	0	0	1
AC114810.1	0.160372400653781	-2.14502422374632	0	0	1
AC007314.1	0.160372400653781	-2.18889031411815	0	0	1
AC018742.1	0.160372400653781	-2.45905961724083	0	0	1
C2orf71	0.160372400653781	-2.25243387077479	0	0	1
LINC01890	0.160372400653781	-2.53044943105915	0	0	1
ATP6V1B1-AS1	0.160372400653781	-2.55072440791029	0	0	1
AC012360.2	0.160372400653781	-2.30193606118501	0	0	1
RGPD4	0.160372400653781	-2.3820844957496	0	0	1
AC012363.1	0.160372400653781	-2.78629481837973	0	0	1
TUBA3D	0.160372400653781	-2.2135339131709	0	0	1
MAP3K19	0.160372400653781	-2.96228398258446	0	0	1
AC079584.2	0.160372400653781	-2.66887214247806	0	0	1
AC098820.3	0.160372400653781	-2.0648822750554	0	0	1
AC068946.1	0.160372400653781	-2.53211966103379	0	0	1
AC010149.1	0.160372400653781	-2.62069252224732	0	0	1
AC131097.4	0.160372400653781	-2.48717263753216	0	0	1
AC093642.1	0.160372400653781	-2.10470480840698	0	0	1
UBE2E1-AS1	0.160372400653781	-2.2146710728427	0	0	1
AC123023.1	0.160372400653781	-2.49111847978839	0	0	1
AC141002.1	0.160372400653781	-2.07492240764852	0	0	1
NECTIN3-AS1	0.160372400653781	-2.43092954874686	0	0	1
AC026316.5	0.160372400653781	-2.22184877547798	0	0	1
TM4SF19-TCTEX1D2	0.160372400653781	-2.81689247444572	0	0	1
TMEM155	0.160372400653781	-2.59516946736477	0	0	1
AC108935.1	0.160372400653781	-2.57159369126935	0	0	1
AC019163.1	0.160372400653781	-2.8646306210375	0	0	1
AC091946.2	0.160372400653781	-2.33741282756727	0	0	1
LINC02109	0.160372400653781	-2.12195081257885	0	0	1
C1QTNF3-AMACR	0.160372400653781	-2.02498852098772	0	0	1
LINC02108	0.160372400653781	-2.26185439458573	0	0	1
AC010501.1	0.160372400653781	-1.98188664667064	0	0	1
AC008592.4	0.160372400653781	-2.65076007981849	0	0	1
PCDHGB5	0.160372400653781	-3.29637064372343	0	0	1
AC008641.1	0.160372400653781	-2.34299922315721	0	0	1
AL512329.2	0.160372400653781	-2.43420507387102	0	0	1
AL139390.1	0.160372400653781	-2.57006246155591	0	0	1
AL024508.1	0.160372400653781	-2.62637544776231	0	0	1
LPA	0.160372400653781	-2.15443208072034	0	0	1
C7orf65	0.160372400653781	-2.74696695405187	0	0	1
AC006012.1	0.160372400653781	-2.34189589194853	0	0	1
AC000123.1	0.160372400653781	-2.36286017708959	0	0	1
OPN1SW	0.160372400653781	-2.56571523559088	0	0	1
TAS2R41	0.160372400653781	-2.54307892269865	0	0	1
PRKX-AS1	0.160372400653781	-2.99432873211511	0	0	1
RAB40AL	0.160372400653781	-2.43029348389047	0	0	1
AL672032.1	0.160372400653781	-1.65307787065294	0	0	1
AF131215.3	0.160372400653781	-2.49295838292259	0	0	1
AC108449.3	0.160372400653781	-3.00560705607946	0	0	1
AC068389.2	0.160372400653781	-2.37945090582061	0	0	1
AC104316.1	0.160372400653781	-1.89194582021605	0	0	1
BX088651.2	0.160372400653781	-2.44345575751829	0	0	1
ASTN2-AS1	0.160372400653781	-2.82113083877595	0	0	1
AL390774.2	0.160372400653781	-2.3274173583873	0	0	1
AL354928.1	0.160372400653781	-2.7191803186354	0	0	1
NALT1	0.160372400653781	-2.54999515929192	0	0	1
AC136475.2	0.160372400653781	-2.36006031507464	0	0	1
CCDC179	0.160372400653781	-1.89391011055953	0	0	1
C1QTNF4	0.160372400653781	-2.36910418247056	0	0	1
FLRT1	0.160372400653781	-2.50641163513725	0	0	1
AP002360.2	0.160372400653781	-2.23065087935828	0	0	1
AP000654.1	0.160372400653781	-3.11471956597846	0	0	1
HEPHL1	0.160372400653781	-2.20002228939928	0	0	1
ARMC4	0.160372400653781	-2.39328294138313	0	0	1
LIPJ	0.160372400653781	-3.64204014409106	0	0	1
AL139241.1	0.160372400653781	-2.19041936704621	0	0	1
AL133352.1	0.160372400653781	-2.11041271927187	0	0	1
PRMT8	0.160372400653781	-1.87738952029785	0	0	1
AC023051.1	0.160372400653781	-2.51777026186946	0	0	1
AC023794.4	0.160372400653781	-3.1509217657957	0	0	1
AC079035.1	0.160372400653781	-2.46042226839383	0	0	1
LINC02420	0.160372400653781	-2.74567362436513	0	0	1
AC007298.1	0.160372400653781	-2.09770226799497	0	0	1
TMEM233	0.160372400653781	-3.16000774314299	0	0	1
SUCLA2-AS1	0.160372400653781	-2.96237359330082	0	0	1
AL139035.1	0.160372400653781	-2.29394571809501	0	0	1
AL136295.4	0.160372400653781	-2.43493984222308	0	0	1
AL139021.2	0.160372400653781	-2.2714380413858	0	0	1
LRRC9	0.160372400653781	-1.97681660290069	0	0	1
AL161756.3	0.160372400653781	-2.54640550974978	0	0	1
AL049869.2	0.160372400653781	-2.36858403613036	0	0	1
CCDC196	0.160372400653781	-2.2912321616366	0	0	1
AL049779.1	0.160372400653781	-3.15687532659331	0	0	1
SERPINA11	0.160372400653781	-2.73215220170256	0	0	1
AC127522.1	0.160372400653781	-2.25137517382538	0	0	1
PLCB2-AS1	0.160372400653781	-2.09310776141066	0	0	1
AC023906.4	0.160372400653781	-2.47536241938745	0	0	1
AC015914.1	0.160372400653781	-2.77534837913612	0	0	1
ISLR2	0.160372400653781	-2.08925870105815	0	0	1
AC090607.3	0.160372400653781	-2.2445089808427	0	0	1
AC023302.1	0.160372400653781	-2.84427111918526	0	0	1
AC104041.1	0.160372400653781	-2.85119267143397	0	0	1
AC245033.2	0.160372400653781	-3.29877879406728	0	0	1
AC024270.4	0.160372400653781	-2.20482444607666	0	0	1
LINC00923	0.160372400653781	-2.7854015935386	0	0	1
AC005606.1	0.160372400653781	-3.49438076608838	0	0	1
AC004233.3	0.160372400653781	-2.66321173292118	0	0	1
AC079411.1	0.160372400653781	-2.48343761583185	0	0	1
AC009090.3	0.160372400653781	-2.71888530193614	0	0	1
AC020978.2	0.160372400653781	-2.64654730593021	0	0	1
AC099521.1	0.160372400653781	-2.65527977153985	0	0	1
WWOX-AS1	0.160372400653781	-2.34032001136968	0	0	1
AC099313.1	0.160372400653781	-2.19220237788413	0	0	1
AC092127.2	0.160372400653781	-2.77299063214659	0	0	1
AC092720.1	0.160372400653781	-2.89364523470623	0	0	1
RTN4RL1	0.160372400653781	-2.24884514388144	0	0	1
AC090617.2	0.160372400653781	-2.60946953940015	0	0	1
AC091153.4	0.160372400653781	-3.2291166721488	0	0	1
AC004771.2	0.160372400653781	-3.0644137346567	0	0	1
SLC2A4	0.160372400653781	-3.17489937660505	0	0	1
ALOX12B	0.160372400653781	-2.0188076556702	0	0	1
AC098850.1	0.160372400653781	-1.92617077171091	0	0	1
AC010761.6	0.160372400653781	-2.40629687173724	0	0	1
AC010761.4	0.160372400653781	-2.78103453202244	0	0	1
AC243830.1	0.160372400653781	-2.06014072430388	0	0	1
GFAP	0.160372400653781	-2.47713775955767	0	0	1
AC005962.1	0.160372400653781	-2.68437749382805	0	0	1
C17orf64	0.160372400653781	-2.54840061007114	0	0	1
AC110285.5	0.160372400653781	-2.9127708165188	0	0	1
AP001381.1	0.160372400653781	-2.60084383904208	0	0	1
AC110597.3	0.160372400653781	-2.13528872250273	0	0	1
AC018529.1	0.160372400653781	-2.54382426667003	0	0	1
CCL25	0.160372400653781	-2.29402941377838	0	0	1
ERVK9-11	0.160372400653781	-2.19564483001625	0	0	1
DM1-AS	0.160372400653781	-2.80436672509248	0	0	1
AC010320.3	0.160372400653781	-2.66222773243539	0	0	1
AC011453.1	0.160372400653781	-2.51297362556282	0	0	1
AC004471.1	0.160372400653781	-2.53409543848155	0	0	1
AC004471.2	0.160372400653781	-2.16246393548152	0	0	1
AL022238.3	0.160372400653781	-2.36488614684521	0	0	1
PKDREJ	0.160372400653781	-2.26092976537445	0	0	1
AP000311.1	0.160372400653781	-2.47636488171937	0	0	1
MALINC1	0.160408874593409	-0.52871560068591	0.013	0.016	1
MATN2	0.160443996131907	-0.425173047733005	0.003	0.005	1
TRAPPC13	0.160541006109645	-0.317379236467526	0.045	0.05	1
GRAPL	0.160573511945373	-0.587477106113011	0.002	0.004	1
ZFAND3	0.161404821916384	0.34230464631007	0.093	0.086	1
NAV2	0.161409377249398	0.821941669362166	0.007	0.005	1
SELENON	0.161940575980588	0.35044344297331	0.042	0.037	1
KY	0.162257162204458	-2.50771595185487	0	0.001	1
AC005695.2	0.162257162204458	-2.27396462053428	0	0.001	1
PURG	0.162257162204458	-2.82243603323401	0	0.001	1
AL359182.2	0.162257162204458	-2.20227047248817	0	0.001	1
AC040162.3	0.162257162204458	-2.38433553172552	0	0.001	1
BHMT	0.162288834854481	-2.16766954867731	0	0.001	1
AC053503.2	0.162288834854481	-2.51569710918145	0	0.001	1
AC004477.3	0.162288834854481	-2.1922358666951	0	0.001	1
AL139353.2	0.162320512169554	-2.12323472485183	0	0.001	1
AP006333.1	0.162320512169554	-1.99894368195804	0	0.001	1
AC025188.1	0.162447268087059	-1.55818297997097	0	0.001	1
AC034114.2	0.162447268087059	-1.32250139474	0	0.001	1
BX005266.2	0.162447268087059	-1.29403430354857	0	0.001	1
CYP17A1	0.162478968732413	-1.07684526493758	0	0.001	1
AC009107.2	0.162478968732413	-0.831400717436406	0	0.001	1
MTRNR2L11	0.162478968732413	-0.741450902671975	0	0.001	1
IAPP	0.162478968732413	-1.16014959179383	0	0.001	1
LINC01888	0.162510674044828	-0.792054709780928	0	0.001	1
DCTN1-AS1	0.162510674044828	-0.39235569454735	0	0.001	1
SOGA3	0.162510674044828	-0.74259564428932	0	0.001	1
NPIPB2	0.162792201602729	-0.467056741242142	0.009	0.012	1
ZNF222	0.162949656853782	-0.478589100758942	0.009	0.012	1
NAT10	0.163326909825683	-0.307543961797859	0.057	0.062	1
FASLG	0.163756138867736	0.597361880651401	0.086	0.097	1
ATXN1	0.164113261540507	0.427201261017741	0.337	0.349	1
AC005224.4	0.164140552882494	-0.37048808736574	0.006	0.009	1
GLB1L	0.164333323500145	0.320900716273758	0.027	0.023	1
CCDC134	0.164451737908478	0.485412916482374	0.008	0.006	1
PDSS1	0.165500081894434	0.313262734883309	0.015	0.012	1
AC018845.3	0.165511094013777	-1.98422300909063	0.001	0.002	1
FBXO24	0.165723497813984	-1.79484483931843	0.001	0.002	1
AL157832.1	0.16585877050993	-1.49359818239877	0.001	0.002	1
TMEM95	0.165974784805279	-1.2960571302123	0.001	0.002	1
USP27X-AS1	0.165994126438432	-1.34684306842069	0.001	0.002	1
AC139792.1	0.166071509924732	-1.01286793771367	0.001	0.002	1
UHRF1BP1	0.166192232614139	0.281813057017028	0.041	0.036	1
AC004223.2	0.166206996214641	-0.624744411852178	0.001	0.002	1
AL928921.2	0.166245721967393	-0.513026775910254	0.001	0.002	1
AC098828.2	0.166400692457901	-0.807013095199641	0.001	0.002	1
AL592071.1	0.166420071404024	-0.834772316354674	0.001	0.002	1
TCAF1	0.166584840419169	0.335653104651902	0.081	0.074	1
SMG8	0.166675763526472	-0.64670657004163	0.005	0.007	1
P2RY8	0.167081582182766	0.40837939579929	0.134	0.126	1
IRAK1	0.167110450313166	0.364393111090748	0.069	0.062	1
NHP2	0.167454515754325	0.253446478591413	0.155	0.144	1
ZNF883	0.16751765681477	-1.41635526799884	0.002	0.003	1
ZSWIM9	0.167537322864667	-0.285718824640192	0.03	0.034	1
C16orf86	0.167690395525685	-0.598271867088894	0.004	0.006	1
MYPOP	0.167726386611118	0.692350530594148	0.02	0.017	1
SCAMP3	0.167751778614122	0.33790067420012	0.094	0.086	1
FNDC4	0.167804962220153	0.853900782059602	0.003	0.002	1
AC013726.1	0.167989011139586	-0.517280945744098	0.002	0.003	1
POT1-AS1	0.168151777807425	-0.738723022500991	0.002	0.003	1
RAB26	0.168164071042075	-0.615366761506542	0.007	0.009	1
CCRL2	0.168397952040556	0.841458430412441	0.013	0.01	1
AC092338.1	0.168642900579044	0.535782236742822	0.003	0.002	1
AASS	0.168657779102421	-0.585629161191282	0.011	0.013	1
ATG9A	0.168921337789123	-0.43188089014847	0.006	0.008	1
MTRNR2L6	0.168928513754182	0.618377335606572	0.003	0.002	1
VPS35L	0.169213297981285	0.366427008026919	0.043	0.038	1
ELMO3	0.169419702757442	0.626168774687424	0.008	0.006	1
BAIAP2-DT	0.169638665028547	0.589361582412002	0.008	0.006	1
AC008443.5	0.169696857939561	-0.489329470501729	0.006	0.008	1
MYH3	0.170216459096717	0.428988371948857	0.008	0.006	1
NREP	0.17102303829555	0.71479642639036	0.006	0.004	1
POLR3H	0.171170325716852	-0.444308547263797	0.025	0.028	1
AC092117.1	0.17118626100215	-0.61276508651937	0.004	0.005	1
ADAT2	0.171523406278785	0.407075888430756	0.052	0.046	1
RBMS2	0.171736004394082	0.286645702457228	0.026	0.022	1
FIGNL1	0.171854125885573	-0.555552483195315	0.043	0.048	1
CWC27	0.172093151716578	0.359774562753269	0.108	0.1	1
IL5RA	0.172095077278381	0.341724522360717	0.004	0.006	1
MRPL44	0.172279828650264	0.256049358491329	0.059	0.053	1
CCDC61	0.172509695031198	-0.493468855398172	0.018	0.021	1
ABCB4	0.172770587311141	-2.02489467479854	0.001	0.002	1
DDIT4L	0.172840376846191	-0.353469615044899	0.002	0.004	1
AGAP6	0.172851943242137	-0.501626730670641	0.034	0.039	1
PPP1R8	0.172971863718356	0.478930709108132	0.053	0.048	1
CLEC18B	0.173205877539522	-1.53085583222465	0.001	0.002	1
AC105411.1	0.173227663549843	-1.21324391646846	0.001	0.002	1
AC138230.1	0.173245429317244	1.13087602786972	0.004	0.003	1
AL359232.1	0.173278734849191	-0.762171464199849	0.003	0.005	1
GALNT4	0.173380222975697	-1.08135583379241	0.001	0.002	1
AP005432.2	0.173380222975697	-1.13978556237934	0.001	0.002	1
TRERF1	0.173384303223358	0.422022692923063	0.114	0.107	1
AC012313.7	0.17340392697154	-0.486328960879559	0.002	0.004	1
AC017002.1	0.173511068099378	-0.884458112393592	0.001	0.002	1
CASC1	0.173542146735715	-1.10281438319792	0.003	0.004	1
AC092436.4	0.173571733410329	-0.367225929374691	0.002	0.004	1
DARS-AS1	0.173608828014657	0.768295385729993	0.012	0.009	1
CYP51A1	0.173869430844666	0.346273846533396	0.027	0.024	1
HMGA2	0.173969607139465	-0.451943035166302	0.001	0.002	1
INE2	0.17399506133884	-0.356174915052285	0.003	0.005	1
RAPGEF2	0.174023385546477	0.471462557035875	0.053	0.048	1
AQP7	0.174098671825954	2.78164637177949	0.001	0	1
AC011405.1	0.174101903861062	-0.742817319369736	0.003	0.004	1
FERMT2	0.174135241042629	0.900724268837725	0.007	0.005	1
RUSC2	0.174136533125084	2.45111280853298	0.001	0	1
ZNF778	0.174164142336145	-0.513950167283391	0.022	0.026	1
CLCN4	0.174212274171244	2.22305368247928	0.001	0	1
KDR	0.174250153579185	1.59808612599098	0.001	0	1
AC093249.2	0.174288039817659	2.2528812547512	0.001	0	1
AC004771.5	0.174288039817659	1.4686437375828	0.001	0	1
AC092354.1	0.174325931867105	2.085756270861	0.001	0	1
SPOCD1	0.174325931867105	1.24679207528261	0.001	0	1
LINC01907	0.174325931867105	1.26467727959203	0.001	0	1
SEMA5A	0.174325931867105	1.47519914571993	0.001	0	1
B4GALNT1	0.174325931867105	1.03202500172551	0.001	0	1
AC116903.2	0.174325931867105	1.84614069896018	0.001	0	1
CDH13	0.174363830067988	1.70633903639708	0.001	0	1
GXYLT2	0.174363830067988	0.889220976232711	0.001	0	1
AC079921.2	0.174363830067988	1.23631619922371	0.001	0	1
PNMA2	0.174363830067988	1.33656822128631	0.001	0	1
AC090922.1	0.174363830067988	1.28833942152619	0.001	0	1
CASC15	0.174401734420764	1.42103881333123	0.001	0	1
FAM72C	0.174401734420764	1.05515548230695	0.001	0	1
AL023755.1	0.174401734420764	0.984780915714543	0.001	0	1
AC096711.1	0.174401734420764	0.851850779779154	0.001	0	1
AC022392.1	0.174401734420764	1.32965609989998	0.001	0	1
C1QL4	0.174401734420764	1.56163784081437	0.001	0	1
STON2	0.174439644925891	0.937018089761146	0.001	0	1
NUPR2	0.174439644925891	1.06317966915651	0.001	0	1
