"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","24/931","256/17913",0.00386610853018635,0.0321683349297399,0.0253504231302654,"ABHD10/AKT1/CALM1/CSGALNACT1/DDIT4/GSK3A/GYG1/IGFBP3/IL6ST/IRS2/LCMT1/MECP2/MIDN/PGP/PMAIP1/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/PTPN2/SIRT1/SLC2A1/STAT3/STK40",24
"GO:0006362","GO:0006362","transcription elongation from RNA polymerase I promoter","6/931","30/17913",0.00393627880699447,0.0326437426229061,0.0257250706277959,"CCNH/POLR1E/POLR2H/TWISTNB/UBTF/ZNRD1",6
"GO:0050779","GO:0050779","RNA destabilization","6/931","30/17913",0.00393627880699447,0.0326437426229061,0.0257250706277959,"DHX36/KHSRP/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",6
"GO:0032608","GO:0032608","interferon-beta production","8/931","50/17913",0.00397418543703632,0.0327128228701114,0.0257795096747786,"DDX3X/DHX9/FLOT1/IRF1/REL/TRIM38/YY1/ZBTB20",8
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","8/931","50/17913",0.00397418543703632,0.0327128228701114,0.0257795096747786,"AKT1/CYLD/DNAJA1/DUSP1/GPS2/IGBP1/MYC/PER1",8
"GO:0045661","GO:0045661","regulation of myoblast differentiation","8/931","50/17913",0.00397418543703632,0.0327128228701114,0.0257795096747786,"AKIRIN1/BTG1/DDIT3/FLT3LG/ID3/IGFBP3/TNF/ZFP36L1",8
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","8/931","50/17913",0.00397418543703632,0.0327128228701114,0.0257795096747786,"AKT1/CYLD/DNAJA1/DUSP1/GPS2/IGBP1/MYC/PER1",8
"GO:0043434","GO:0043434","response to peptide hormone","34/931","404/17913",0.00397726275262485,0.0327128228701114,0.0257795096747786,"AHCYL1/AKT1/AP3S1/ATP6V1G1/BAIAP2/CACYBP/CCND3/CDKN1B/EGR1/EGR2/ERRFI1/GKAP1/GRB2/GSK3A/ICAM1/IRS2/JUND/MAX/NR4A1/NR4A2/NR4A3/PPAT/PRKAR2A/PTPN2/SIRT1/SLC2A1/SLC9A1/SRSF5/SRSF6/STAT3/SYAP1/VAMP2/XBP1/ZFP36L1",34
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","9/931","61/17913",0.0040519001730862,0.0332376628807164,0.0261931125663672,"CYLD/HSPA1A/RPS27A/TRAF6/UBA52/UBB/UBC/UBE2N/XIAP",9
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","24/931","257/17913",0.00406098017228957,0.0332376628807164,0.0261931125663672,"CALM2/CCNH/CDKN1A/CEP63/CSNK1D/DYNC1H1/DYNLL1/ENSA/FBXL15/HSP90AA1/HSPA2/LCMT1/MASTL/MECP2/PLK3/PPP1CB/PPP2R2A/PSMC6/SFI1/SIN3A/SKP1/TUBA1A/TUBA4A/USP47",24
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","24/931","257/17913",0.00406098017228957,0.0332376628807164,0.0261931125663672,"AKT1/BUD31/CRTC2/DDIT3/DHX9/FLOT1/HSPA1A/ICAM1/JMY/NFKB2/RPS27A/RPS3/STAT3/TAF1/TNF/TRAF1/TRAF6/TRIM38/TRIM8/UBA52/UBB/UBC/UBE2N/ZBTB7A",24
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","15/931","134/17913",0.00413115381422594,0.0337568506614319,0.0266022611888852,"BCL6/CD274/CD55/CDKN1A/FLT3LG/HLA-E/IL6ST/IRS2/NCK2/PELI1/PNP/RPS3/TFRC/TRAF6/ZNF335",15
"GO:0071470","GO:0071470","cellular response to osmotic stress","7/931","40/17913",0.00414817737387171,0.0338407499441749,0.0266683784536584,"DDX3X/ERRFI1/OXSR1/SLC12A6/SLC2A1/XRCC6/ZFP36L1",7
"GO:0006310","GO:0006310","DNA recombination","23/931","244/17913",0.00432297934835729,0.0352094366762954,0.0277469791293792,"BCL6/ENDOG/EXOSC6/FUS/HELB/HSPD1/KLHL15/KPNA2/LEF1/MLH1/MORF4L1/RNF138/SFPQ/SMCHD1/SUPT6H/TCF7/TFRC/UBE2B/UBE2N/USP51/WDR48/XRCC6/YY1",23
"GO:0018022","GO:0018022","peptidyl-lysine methylation","14/931","122/17913",0.00439580299796346,0.0357444435337646,0.028168594057353,"ARID4A/GATA3/KDM3A/KDM4C/MECP2/MTF2/RLF/SIRT1/SMAD4/SUPT6H/WDR61/WDR82/ZNF274/ZNF335",14
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","8/931","51/17913",0.00450355911370378,0.0364524072654557,0.0287265085468176,"DDIT3/GATA3/GTF2B/IFNG/SIN3A/TAF1/TRAF6/ZBTB7A",8
"GO:0002637","GO:0002637","regulation of immunoglobulin production","9/931","62/17913",0.00452653170675053,0.0364524072654557,0.0287265085468176,"BCL6/EXOSC6/HLA-E/MLH1/SUPT6H/TFRC/TNF/TRAF6/XBP1",9
"GO:0006360","GO:0006360","transcription by RNA polymerase I","9/931","62/17913",0.00452653170675053,0.0364524072654557,0.0287265085468176,"ATF4/CCNH/NCL/POLR1E/POLR2H/TAF1/TWISTNB/UBTF/ZNRD1",9
"GO:0038034","GO:0038034","signal transduction in absence of ligand","9/931","62/17913",0.00452653170675053,0.0364524072654557,0.0287265085468176,"AKT1/BAG3/FGFR1/GSK3A/HSPA1A/MCL1/MKNK2/MOAP1/TNF",9
"GO:0045739","GO:0045739","positive regulation of DNA repair","9/931","62/17913",0.00452653170675053,0.0364524072654557,0.0287265085468176,"DHX9/EYA3/FUS/PCNA/RPS3/SIRT1/SMCHD1/TRIM28/UBE2N",9
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","9/931","62/17913",0.00452653170675053,0.0364524072654557,0.0287265085468176,"AKT1/BAG3/FGFR1/GSK3A/HSPA1A/MCL1/MKNK2/MOAP1/TNF",9
"GO:0043393","GO:0043393","regulation of protein binding","21/931","217/17913",0.00461174313958481,0.0370790070404179,0.0292203037483198,"AKT1/AKTIP/CAPRIN2/CYLD/DNAJB2/FLOT1/GOLGA2/HERPUD1/HIP1R/HSP90AB1/HSPA5/ID1/LEF1/PLK2/PPP2CA/RPL11/STMN1/SYAP1/SYMPK/TAF1/TDG",21
"GO:0006096","GO:0006096","glycolytic process","13/931","110/17913",0.00462527851185527,0.037128237285069,0.0292590998978699,"BPGM/DDIT4/LDHA/NUP50/NUP62/POM121/POM121C/PRKAG2/STAT3/TPI1/TPR/ZBTB20/ZBTB7A",13
"GO:0006363","GO:0006363","termination of RNA polymerase I transcription","6/931","31/17913",0.00467016266152621,0.0374285516345357,0.0294957641780603,"CCNH/POLR1E/POLR2H/TWISTNB/UBTF/ZNRD1",6
"GO:0034067","GO:0034067","protein localization to Golgi apparatus","5/931","22/17913",0.00471251555625839,0.0374682387639655,0.0295270398261804,"ARL1/ARL5B/CSNK1D/GAK/RAB6A",5
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","5/931","22/17913",0.00471251555625839,0.0374682387639655,0.0295270398261804,"CD274/HLA-E/IRF1/RUNX1/SATB1",5
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","5/931","22/17913",0.00471251555625839,0.0374682387639655,0.0295270398261804,"ERRFI1/IGFBP3/NR4A1/NR4A3/SIDT2",5
"GO:1901522","GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","5/931","22/17913",0.00471251555625839,0.0374682387639655,0.0295270398261804,"ATF4/CHD6/CREB3/SMAD4/XBP1",5
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","5/931","22/17913",0.00471251555625839,0.0374682387639655,0.0295270398261804,"GOLGA2/MASTL/RPL11/RPL23/UBE2S",5
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex","4/931","14/17913",0.00477257758114849,0.0377063739810296,0.0297147035186897,"EIF3D/EIF3F/EIF3H/EIF3K",4
"GO:0035067","GO:0035067","negative regulation of histone acetylation","4/931","14/17913",0.00477257758114849,0.0377063739810296,0.0297147035186897,"SIN3A/SIRT1/TAF7/ZNF451",4
"GO:0035358","GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","4/931","14/17913",0.00477257758114849,0.0377063739810296,0.0297147035186897,"ASXL1/CITED2/GPS2/SIRT1",4
"GO:0043558","GO:0043558","regulation of translational initiation in response to stress","4/931","14/17913",0.00477257758114849,0.0377063739810296,0.0297147035186897,"ATF4/NCK2/PPP1R15A/PPP1R15B",4
"GO:0002377","GO:0002377","immunoglobulin production","12/931","98/17913",0.00479443262662385,0.0378016630143896,0.029789796535491,"BCL6/DNAJB9/EXOSC6/HLA-E/HSPD1/ITM2A/MLH1/SUPT6H/TFRC/TNF/TRAF6/XBP1",12
"GO:0032481","GO:0032481","positive regulation of type I interferon production","10/931","74/17913",0.00479973201779831,0.0378016630143896,0.029789796535491,"DDX3X/DHX36/DHX9/FLOT1/HSPD1/IRF1/NFKB2/POLR2H/XRCC6/ZBTB20",10
"GO:0006757","GO:0006757","ATP generation from ADP","13/931","111/17913",0.00499661159221727,0.0392904669786755,0.0309630562188131,"BPGM/DDIT4/LDHA/NUP50/NUP62/POM121/POM121C/PRKAG2/STAT3/TPI1/TPR/ZBTB20/ZBTB7A",13
"GO:0010256","GO:0010256","endomembrane system organization","31/931","365/17913",0.00507621102691434,0.0396775576314896,0.031268105014781,"AKT1/AKTIP/ARFGEF1/ARL1/ARL6IP1/ATL3/BAIAP2/CHMP1B/CHMP6/CSNK1D/CXCR4/FLOT1/GAK/GOLGA2/HOOK2/PDCD6IP/PLK3/PPP2CA/PPP2R2A/RTN4/SERP1/SOD1/SQSTM1/SRGN/STX16/STX17/STX5/TARDBP/TBC1D20/TMED2/VPS37B",31
"GO:0008584","GO:0008584","male gonad development","15/931","137/17913",0.00508281642814155,0.0396775576314896,0.031268105014781,"ARID4A/CITED2/CRKL/GATA3/HMGCS1/ICAM1/MEA1/NASP/RARA/SAFB2/SF1/SMAD4/TBC1D20/UBB/WDR48",15
"GO:0009411","GO:0009411","response to UV","15/931","137/17913",0.00508281642814155,0.0396775576314896,0.031268105014781,"AKT1/ATF4/CDKN1A/CIRBP/DHX36/ERCC5/MYC/PCNA/RPL26/SIRT1/TAF1/TP53INP1/UBE2B/USP47/YY1",15
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","15/931","137/17913",0.00508281642814155,0.0396775576314896,0.031268105014781,"CALM1/CALM2/ENSA/HSP90AB1/IGBP1/IGFBP3/MASTL/PPP1R10/PPP1R15A/PPP1R2/PPP2R2A/PPP2R5C/PTBP1/SYMPK/TNF",15
"GO:0090307","GO:0090307","mitotic spindle assembly","8/931","52/17913",0.00508544459960398,0.0396775576314896,0.031268105014781,"CHMP1B/GOLGA2/HNRNPU/HSPA1A/KIF2A/SMC3/TPR/ZNF207",8
"GO:0005976","GO:0005976","polysaccharide metabolic process","12/931","99/17913",0.00520485400681449,0.0405460555523076,0.0319525293043372,"AKT1/CALM1/CSGALNACT1/GSK3A/GYG1/IL6ST/IRS2/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/STK40",12
"GO:0006979","GO:0006979","response to oxidative stress","36/931","442/17913",0.00523827864815555,0.0407430710382161,0.0321077883795085,"AKT1/ATF4/CHD6/CYCS/DUSP1/EEF2/EGLN1/ENDOG/FOS/GPX4/HSPA1A/IPCEF1/JUN/KDM6B/KLF2/MCL1/MTF1/NR4A2/NR4A3/OXR1/OXSR1/PCNA/PLK3/PPP1R15B/PRDX6/RHOB/RPS3/SFPQ/SIN3A/SIRT1/SOD1/TNF/TP53INP1/TXN2/UBQLN1/ZC3H12A",36
"GO:0032259","GO:0032259","methylation","29/931","336/17913",0.0052797784550745,0.040930341610768,0.0322553679251831,"ARID4A/FOS/GATA3/GNAS/KDM3A/KDM4C/LCMT1/MAT2A/MECP2/MEPCE/MPHOSPH8/MTF2/MTHFR/MYC/NSUN6/PAF1/RAB6A/RLF/RNF20/SATB1/SIRT1/SMAD4/SUPT6H/TRIM28/WDR61/WDR82/ZC3H13/ZNF274/ZNF335",29
"GO:0006110","GO:0006110","regulation of glycolytic process","10/931","75/17913",0.00528686983872367,0.040930341610768,0.0322553679251831,"DDIT4/NUP50/NUP62/POM121/POM121C/PRKAG2/STAT3/TPR/ZBTB20/ZBTB7A",10
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","10/931","75/17913",0.00528686983872367,0.040930341610768,0.0322553679251831,"AKT1/ATF4/ENDOG/MCL1/NR4A3/OXR1/SFPQ/SIRT1/SOD1/UBQLN1",10
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","11/931","87/17913",0.0053183279132222,0.0411103464773611,0.032397221693605,"AKT1/ARL6IP1/DDX3X/DNAJB6/FNIP1/HERPUD1/IGBP1/LEF1/RPS6KA3/USP47/XIAP",11
"GO:0006282","GO:0006282","regulation of DNA repair","13/931","112/17913",0.00539148507590274,0.0416116313485313,0.0327922618354315,"CUL4A/DHX9/EYA3/FUS/HELB/KLHL15/PCNA/RPS3/SIRT1/SMCHD1/TRIM28/UBE2N/USP51",13
"GO:0046546","GO:0046546","development of primary male sexual characteristics","15/931","138/17913",0.005436872334411,0.0418973746508687,0.0330174433263826,"ARID4A/CITED2/CRKL/GATA3/HMGCS1/ICAM1/MEA1/NASP/RARA/SAFB2/SF1/SMAD4/TBC1D20/UBB/WDR48",15
"GO:0018023","GO:0018023","peptidyl-lysine trimethylation","7/931","42/17913",0.00548691495180053,0.0421533082723449,0.0332191331437714,"ARID4A/KDM4C/MECP2/SIRT1/WDR61/ZNF274/ZNF335",7
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","7/931","42/17913",0.00548691495180053,0.0421533082723449,0.0332191331437714,"AKT1/HSP90AA1/HSP90AB1/ICAM1/IFNG/KLF2/TNF",7
"GO:0071276","GO:0071276","cellular response to cadmium ion","6/931","32/17913",0.00549991523644068,0.042188476905561,0.0332468479675224,"AKT1/FOS/JUN/SOD1/SUMO1/UBE2D3",6
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","22/931","235/17913",0.00561425246339898,0.0429996797999472,0.0338861206144313,"CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CTDSP2/DUSP1/GADD45A/LCMT1/PCNA/PLK2/PLK3/PSMC6/RPL26/SKP1/TPR/USP47/ZFP36L1/ZFP36L2/ZNF207",22
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","12/931","100/17913",0.00564275834444841,0.0431520252631177,0.0340061772465754,"BAG3/CTDSPL2/DHX9/IFNG/NUP62/RBM22/RBM4/SUPT6H/TARDBP/TPR/TRIM28/ZC3H12A",12
"GO:0001783","GO:0001783","B cell apoptotic process","5/931","23/17913",0.00576797190258821,0.043776808555252,0.0344985409593668,"BCL6/CRKL/FNIP1/FOXP1/IRS2",5
"GO:0006297","GO:0006297","nucleotide-excision repair, DNA gap filling","5/931","23/17913",0.00576797190258821,0.043776808555252,0.0344985409593668,"PCNA/RPS27A/UBA52/UBB/UBC",5
"GO:0051570","GO:0051570","regulation of histone H3-K9 methylation","5/931","23/17913",0.00576797190258821,0.043776808555252,0.0344985409593668,"KDM3A/KDM4C/MECP2/SIRT1/ZNF274",5
"GO:2000726","GO:2000726","negative regulation of cardiac muscle cell differentiation","5/931","23/17913",0.00576797190258821,0.043776808555252,0.0344985409593668,"FZD7/GSK3A/RGS2/SMAD4/YY1",5
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","11/931","88/17913",0.0058004762652758,0.043776808555252,0.0344985409593668,"AKT1/ATF4/ENDOG/MCL1/NR4A3/OXR1/SFPQ/SIRT1/SOD1/TNF/UBQLN1",11
"GO:0051384","GO:0051384","response to glucocorticoid","15/931","139/17913",0.00581059672816982,0.043776808555252,0.0344985409593668,"CDKN1A/DDIT4/DUSP1/ERRFI1/FBXO32/FOS/FOSB/HNRNPU/ICAM1/PCNA/PDCD7/TNF/ZFP36/ZFP36L1/ZFP36L2",15
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","13/931","113/17913",0.00581093605663807,0.043776808555252,0.0344985409593668,"CALM1/CALM2/ENSA/HSP90AB1/IGBP1/IGFBP3/MASTL/PPP1R10/PPP1R15A/PPP1R2/PPP2R2A/PPP2R5C/TNF",13
"GO:0060964","GO:0060964","regulation of gene silencing by miRNA","13/931","113/17913",0.00581093605663807,0.043776808555252,0.0344985409593668,"DDX5/DHX9/NUP50/NUP62/POLR2A/POLR2C/POLR2H/POM121/POM121C/STAT3/TPR/ZC3H12A/ZFP36",13
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","10/931","76/17913",0.005811854200288,0.043776808555252,0.0344985409593668,"AKT1/GLA/HSP90AA1/HSP90AB1/ICAM1/IFNG/KHSRP/KLF2/TNF/ZC3H12A",10
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","10/931","76/17913",0.005811854200288,0.043776808555252,0.0344985409593668,"AKT1/DNAJA1/GPS2/HSPA1A/PRR7/RPL11/RPL23/RPS3/TAF1/UBXN1",10
"GO:0022411","GO:0022411","cellular component disassembly","39/931","492/17913",0.00589613534555638,0.0443449578767146,0.0349462739779302,"BNIP3L/C12orf65/CDC37/CHMP1B/DDIT4/DEDD2/EIF5A/ENDOG/EPS8/FLOT1/FRAT2/GABARAPL1/GAK/GOLGA2/GRWD1/GSK3A/HAX1/HSPA2/HSPA8/KIF2A/KIF5B/MRPL18/MRPL54/MRPS18C/MRPS21/MRPS7/MTIF3/MYC/NCKAP5L/PLK3/RPL23/SPTAN1/SQSTM1/STMN1/STX17/STX5/TNF/TOMM7/UBQLN1",39
"GO:0001649","GO:0001649","osteoblast differentiation","21/931","222/17913",0.00597468804049657,0.044868384400071,0.0353587629635637,"AKT1/CEBPB/DDX5/DHX9/GNAS/HNRNPC/HNRNPU/ID1/ID3/IGFBP3/IL6ST/JUNB/JUND/LEF1/NBR1/RSL1D1/SEMA4D/SNAI1/SYNCRIP/TNF/TOB1",21
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","12/931","101/17913",0.00610940124443798,0.045674613184164,0.0359941157370659,"CREBZF/KCNQ1OT1/MECP2/MPHOSPH8/MTF2/PPHLN1/SIN3A/SIRT1/SMARCA5/SMCHD1/TRIM28/UBE2B",12
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","12/931","101/17913",0.00610940124443798,0.045674613184164,0.0359941157370659,"EGR1/PELI1/PSMC6/RPS27A/SKP1/SQSTM1/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N",12
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","12/931","101/17913",0.00610940124443798,0.045674613184164,0.0359941157370659,"AKT1/CDKN1A/GADD45A/GRB2/HSP90AA1/HSP90AB1/ICAM1/IFNG/KLF2/SOD1/TNF/ZC3H12A",12
"GO:0140014","GO:0140014","mitotic nuclear division","22/931","237/17913",0.00619263820292449,0.0461591328813813,0.0363759439966334,"CDC26/CDKN1B/CDKN1C/CHMP1B/CHMP6/DUSP1/EPS8/FBXW5/GOLGA2/HNRNPU/HSPA1A/KIF2A/LCMT1/MIS12/NUMA1/NUP62/RPL24/SMC3/TPR/UBE2S/USP16/ZNF207",22
"GO:0032352","GO:0032352","positive regulation of hormone metabolic process","4/931","15/17913",0.00624349924049514,0.0461591328813813,0.0363759439966334,"EGR1/GATA3/IFNG/TNF",4
"GO:0070262","GO:0070262","peptidyl-serine dephosphorylation","4/931","15/17913",0.00624349924049514,0.0461591328813813,0.0363759439966334,"DUSP1/PPP1R15A/PPP1R15B/PPP2CA",4
"GO:0070935","GO:0070935","3'-UTR-mediated mRNA stabilization","4/931","15/17913",0.00624349924049514,0.0461591328813813,0.0363759439966334,"HNRNPA0/HNRNPC/TARDBP/ZFP36",4
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","4/931","15/17913",0.00624349924049514,0.0461591328813813,0.0363759439966334,"CCT2/CCT3/CCT4/NAF1",4
"GO:2001185","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","4/931","15/17913",0.00624349924049514,0.0461591328813813,0.0363759439966334,"CD274/HLA-E/IRF1/RUNX1",4
"GO:0042866","GO:0042866","pyruvate biosynthetic process","13/931","114/17913",0.00625602025655769,0.0461591328813813,0.0363759439966334,"BPGM/DDIT4/LDHA/NUP50/NUP62/POM121/POM121C/PRKAG2/STAT3/TPI1/TPR/ZBTB20/ZBTB7A",13
"GO:0010883","GO:0010883","regulation of lipid storage","7/931","43/17913",0.00626636261915337,0.0461591328813813,0.0363759439966334,"ABHD5/EHD1/PNPLA2/PTPN2/SIRT1/TNF/ZC3H12A",7
"GO:0021762","GO:0021762","substantia nigra development","7/931","43/17913",0.00626636261915337,0.0461591328813813,0.0363759439966334,"CALM1/CALM2/CNP/DYNLL1/HSPA5/YWHAQ/ZNF148",7
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","7/931","43/17913",0.00626636261915337,0.0461591328813813,0.0363759439966334,"AKT1/HSP90AA1/HSP90AB1/ICAM1/IFNG/KLF2/TNF",7
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/931","89/17913",0.00631636303799418,0.0464591225511202,0.0366123524112809,"CD274/EXOSC6/GATA3/HLA-E/HSPD1/MLH1/NFKBID/NFKBIZ/TFRC/TNF/TRAF6",11
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","19/931","195/17913",0.00635730472359565,0.0466283818684137,0.0367457380938629,"AKT1/CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CTDSP2/CUL4A/DDX3X/GADD45A/MEPCE/PAF1/PCNA/PLK2/PLK3/RPL26/TAF1",19
"GO:0030811","GO:0030811","regulation of nucleotide catabolic process","10/931","77/17913",0.00637661041722168,0.0466283818684137,0.0367457380938629,"DDIT4/NUP50/NUP62/POM121/POM121C/PRKAG2/STAT3/TPR/ZBTB20/ZBTB7A",10
"GO:0043044","GO:0043044","ATP-dependent chromatin remodeling","10/931","77/17913",0.00637661041722168,0.0466283818684137,0.0367457380938629,"ANP32E/CENPK/CENPL/CENPT/CHD3/CHD8/HNRNPC/NASP/PTMA/SMARCA5",10
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","10/931","77/17913",0.00637661041722168,0.0466283818684137,0.0367457380938629,"AKT1/ATP1A1/BAG3/CNN2/GADD45A/IRF1/PTGER4/SLC2A1/SLC38A2/SLC9A1",10
"GO:0034599","GO:0034599","cellular response to oxidative stress","26/931","296/17913",0.00639274874875531,0.0466782485167863,0.0367850357646654,"AKT1/ATF4/CHD6/CYCS/ENDOG/FOS/HSPA1A/JUN/KDM6B/KLF2/MCL1/NR4A2/NR4A3/OXR1/PCNA/PRDX6/RHOB/RPS3/SFPQ/SIN3A/SIRT1/SOD1/TNF/TP53INP1/UBQLN1/ZC3H12A",26
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","8/931","54/17913",0.0064198172551375,0.0466958798198217,0.0367989302044386,"DDIT4/ERRFI1/FBXO32/HNRNPU/ICAM1/ZFP36/ZFP36L1/ZFP36L2",8
"GO:0002756","GO:0002756","MyD88-independent toll-like receptor signaling pathway","6/931","33/17913",0.00643245299973586,0.0466958798198217,0.0367989302044386,"RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2D3",6
"GO:0043928","GO:0043928","exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay","6/931","33/17913",0.00643245299973586,0.0466958798198217,0.0367989302044386,"CNOT6/CNOT7/EXOSC6/EXOSC9/PATL1/WDR61",6
"GO:0048821","GO:0048821","erythrocyte development","6/931","33/17913",0.00643245299973586,0.0466958798198217,0.0367989302044386,"ARID4A/BCL6/BPGM/KLF2/L3MBTL3/ZBTB7A",6
"GO:0051402","GO:0051402","neuron apoptotic process","22/931","238/17913",0.0064997086803093,0.0471158332556719,0.0371298766869676,"ATF4/CDC34/CEBPB/CPEB4/DDIT3/FAM162A/GATA3/HSP90AB1/HSPA5/JUN/KCNB1/MAP3K11/MAP3K12/MAX/MCL1/MECP2/NLRP1/NR4A2/NR4A3/OXR1/SOD1/TNF",22
"GO:0006275","GO:0006275","regulation of DNA replication","12/931","102/17913",0.00660605945829001,0.0477814504444863,0.0376544197637565,"ATF1/BCL6/CACYBP/DHX9/FGFR1/ID3/JUN/PCNA/PPP2CA/RBBP6/SMC3/TSPYL2",12
"GO:0031570","GO:0031570","DNA integrity checkpoint","15/931","141/17913",0.00662014905339858,0.0477814504444863,0.0376544197637565,"CDKN1A/CDKN1B/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/CUL4A/GADD45A/PCNA/PLK2/PLK3/PPP1R10/RAD9A/RPL26",15
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","15/931","141/17913",0.00662014905339858,0.0477814504444863,0.0376544197637565,"BCL6/DUSP1/GATA3/HELB/HNRNPA1/HNRNPC/HNRNPU/KLHL15/MLH1/POT1/RPS3/SMC3/SMCHD1/TRIM28/TSPYL2",15
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","26/931","297/17913",0.00667166636402167,0.0480839954206972,0.0378928419009182,"AHCYL1/AKT1/AP3S1/ATP6V1G1/BAIAP2/CCND3/ERRFI1/GKAP1/GRB2/GSK3A/IRS2/MAX/NR4A1/NR4A2/NR4A3/PPAT/PRKAR2A/PTPN2/SIRT1/SLC9A1/SRSF5/STAT3/SYAP1/VAMP2/XBP1/ZFP36L1",26
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","13/931","115/17913",0.00672781100884057,0.0484189731943713,0.0381568228722809,"AKT1/ARF4/CHMP6/EPN1/ERRFI1/GRB2/HBEGF/HIP1R/NCK2/NUP62/PTPN2/RNF126/SNX5",13
"GO:0031960","GO:0031960","response to corticosteroid","16/931","155/17913",0.00685560793540151,0.0492125536536886,0.0387822080678636,"CDKN1A/DDIT4/DUSP1/ERRFI1/FBXO32/FOS/FOSB/HNRNPU/ICAM1/PCNA/PDCD7/RPL27/TNF/ZFP36/ZFP36L1/ZFP36L2",16
"GO:0030901","GO:0030901","midbrain development","11/931","90/17913",0.00686755340465728,0.0492125536536886,0.0387822080678636,"CALM1/CALM2/CNP/CSNK1D/DYNLL1/FGFR1/HSPA5/NR4A2/TAF1/YWHAQ/ZNF148",11
"GO:0051196","GO:0051196","regulation of coenzyme metabolic process","11/931","90/17913",0.00686755340465728,0.0492125536536886,0.0387822080678636,"DDIT4/NUP50/NUP62/PDP1/POM121/POM121C/PRKAG2/STAT3/TPR/ZBTB20/ZBTB7A",11
"GO:0032984","GO:0032984","protein-containing complex disassembly","26/931","298/17913",0.00696057373762595,0.0498078769310977,0.0392513556633042,"C12orf65/CHMP1B/DDIT4/EIF5A/EPS8/FRAT2/GABARAPL1/GAK/GRWD1/HSPA8/KIF2A/KIF5B/MRPL18/MRPL54/MRPS18C/MRPS21/MRPS7/MTIF3/MYC/NCKAP5L/RPL23/SPTAN1/STMN1/STX17/TNF/UBQLN1",26
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","10/931","78/17913",0.00698309165685464,0.0498977262613194,0.0393221618938432,"BUD31/CALR/DDX5/FOXP1/LBH/PER1/RUNX1/SIRT1/TAF1/ZBTB7A",10
